u,y,time
1,0.06298122279675802,0.03
1,0.12199581116854119,0.04
1,0.17729358860182212,0.05
1,0.22910864439441203,0.060000000000000005
1,0.2776603246139024,0.07
1,0.32315416064433206,0.08
1,0.36578273925185006,0.09
1,0.40572651785257885,0.09999999999999999
1,0.44315458843391076,0.10999999999999999
1,0.47822539336310704,0.11999999999999998
1,0.5110873961133959,0.12999999999999998
1,0.5418797097469212,0.13999999999999999
1,0.5707326858150659,0.15
1,0.5977684661691132,0.16
1,0.623101500017198,0.17
1,0.6468390284163787,0.18000000000000002
1,0.6690815382508063,0.19000000000000003
1,0.6899231876177927,0.20000000000000004
1,0.7094522044225451,0.21000000000000005
1,0.7277512598689156,0.22000000000000006
1,0.7448978184272481,0.23000000000000007
1,0.7609644657608207,0.24000000000000007
1,0.7760192159990804,0.25000000000000006
1,0.7901257996584349,0.26000000000000006
1,0.8033439334294384,0.2700000000000001
1,0.8157295729724531,0.2800000000000001
1,0.8273351497919288,0.2900000000000001
1,0.8382097931920521,0.3000000000000001
1,0.848399538253357,0.3100000000000001
1,0.8579475207107138,0.3200000000000001
1,0.8668941595576641,0.3300000000000001
1,0.8752773281501126,0.34000000000000014
1,0.8831325145336973,0.35000000000000014
1,0.8904929716735475,0.36000000000000015
1,0.8973898582223867,0.37000000000000016
1,0.9038523704228895,0.38000000000000017
1,0.9099078657026656,0.3900000000000002
1,0.9155819784850815,0.4000000000000002
1,0.9208987287061741,0.4100000000000002
1,0.9258806234970374,0.4200000000000002
1,0.9305487524621272,0.4300000000000002
1,0.9349228769568227,0.4400000000000002
1,0.9390215137421771,0.45000000000000023
1,0.9428620133709901,0.46000000000000024
1,0.9464606336370299,0.47000000000000025
1,0.9498326083983334,0.48000000000000026
1,0.9529922120659302,0.49000000000000027
1,0.9559528200309886,0.5000000000000002
1,0.9587269652861858,0.5100000000000002
1,0.9613263914809949,0.5200000000000002
1,0.9637621026354849,0.5300000000000002
1,0.9660444097230855,0.5400000000000003
1,0.9681829743195113,0.5500000000000003
1,0.9701868495026243,0.5600000000000003
1,0.9720645181763728,0.5700000000000003
1,0.9738239289810415,0.5800000000000003
1,0.9754725299418303,0.5900000000000003
1,0.9770172999982047,0.6000000000000003
1,0.9784647785474888,0.6100000000000003
1,0.979821093127767,0.6200000000000003
1,0.9810919853572821,0.6300000000000003
1,0.9822828352401395,0.6400000000000003
1,0.9833986839412071,0.6500000000000004
1,0.9844442551266254,0.6600000000000004
1,0.9854239749602649,0.6700000000000004
1,0.9863419908407836,0.6800000000000004
1,0.9872021889586003,0.6900000000000004
1,0.9880082107471095,0.7000000000000004
1,0.9887634682977776,0.7100000000000004
1,0.9894711588043781,0.7200000000000004
1,0.9901342780975112,0.7300000000000004
1,0.9907556333267027,0.7400000000000004
1,0.9913378548437686,0.7500000000000004
1,0.991883407337751,0.7600000000000005
1,0.9923946002685626,0.7700000000000005
1,0.9928735976435067,0.7800000000000005
1,0.9933224271780603,0.7900000000000005
1,0.9937429888797005,0.8000000000000005
1,0.9941370630911098,0.8100000000000005
1,0.994506318026812,0.8200000000000005
1,0.9948523168351399,0.8300000000000005
1,0.995176524215433,0.8400000000000005
1,0.9954803126184756,0.8500000000000005
1,0.9957649680564231,0.8600000000000005
1,0.9960316955468129,0.8700000000000006
1,0.9962816242137045,0.8800000000000006
1,0.9965158120675432,0.8900000000000006
1,0.996735250483983,0.9000000000000006
1,0.9969408684006269,0.9100000000000006
1,0.9971335362494517,0.9200000000000006
1,0.9973140696415638,0.9300000000000006
1,0.997483232819885,0.9400000000000006
1,0.9976417418943835,0.9500000000000006
1,0.9977902678735455,0.9600000000000006
1,0.9979294395049229,0.9700000000000006
1,0.9980598459367774,0.9800000000000006
1,0.9981820392120933,0.9900000000000007
1,0.9982965366055122,1.0000000000000007
1,0.9984038228130866,1.0100000000000007
1,0.9985043520041187,1.0200000000000007
1,0.9985985497437728,1.0300000000000007
1,0.9986868147945989,1.0400000000000007
1,0.9987695208045937,1.0500000000000007
1,0.9988470178889464,1.0600000000000007
